rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,home_rank,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
11,Georgetown,Georgetown,7.61426739709238,13.4856409924473,21.0999083895397,58.1893183324715,-23.019269873897,40,6,62.767423165,313,242,25,7,#FFD5A1,#FFA93D,#FFB456,#97043C,#BDCDC0,Georgetown plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Georgetown plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
12,Memphis,Memphis,8.71599907264383,12.0453931619536,20.7613922345974,65.706788525033,3.83773371205701,32,7,69.5117334318667,38,287,32,4,#FFCF93,#FFB252,#FFB559,#93003A,#F0DFB5,Memphis plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Memphis performs at a similar level regardless of the pace of the game.
13,Michigan State,Michigan State,7.91645031529851,11.868754323694,19.7852046389925,19.4742054006093,-22.5387985296051,37,9,64.8991121310393,250,134,25,10,#FFD49D,#FFB354,#FFB961,#FFA69F,#BECEC0,Michigan State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Michigan State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
14,Miami (Fla.),Miami (Fla.),10.9531299306278,8.50851740524936,19.4616473358771,50.5278302095753,24.4591600796893,16,24,63.4378717301333,297,53,29,7,#FFC378,#FFC985,#FFBA63,#B4224D,#F7B891,Miami (Fla.) plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Miami (Fla.) plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
15,Arizona,Arizona,11.4359293272147,8.00830772706733,19.444237054282,4.99400399031845,-32.2571453533548,14,27,66.841891675591,145,136,28,7,#FFC072,#FFCC8C,#FFBA63,#FFE8CF,#A9C3C2,Arizona performs at a similar level against both good and bad teams.,Arizona plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
16,Wisconsin,Wisconsin,5.29433174529686,13.9991058607832,19.29343760608,-32.2896883013225,14.8749616923653,74,4,62.496392106,317,49,23,12,#FFE2BD,#FFA636,#FFBA64,#78A6C7,#F3CAA2,Wisconsin plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Wisconsin performs at a similar level regardless of the pace of the game.
17,Pittsburgh,Pittsburgh,10.7088130783555,7.54546865268544,18.254281731041,-31.0941387225691,16.4404343365648,18,34,60.8928650566667,341,190,23,10,#FFC47B,#FFCF92,#FFBE6D,#7BAAC8,#F4C89F,Pittsburgh plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Pittsburgh plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
18,Baylor,Baylor,12.79042084314,5.39051202601773,18.1809328691577,16.1888288981217,15.907856892997,9,58,67.2775165473622,122,105,22,14,#FFB961,#FFDCB1,#FFBE6D,#FFB5AA,#F4C9A0,Baylor plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Baylor plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
19,Creighton,Creighton,14.3057911259585,3.81440211296416,18.1201932389226,-29.0434460495081,-4.89646747822732,5,88,65.3791467830049,220,132,28,8,#FFB14F,#FFE6C8,#FFBF6E,#81B0CA,#E4E1BC,Creighton plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Creighton performs at a similar level regardless of the pace of the game.
20,Kansas State,Kansas State,9.84383502744177,7.34423426819317,17.1880692956349,27.0782674399304,-1.56701799272658,20,37,63.9470139836933,281,113,26,8,#FFC986,#FFD095,#FFC275,#F28489,#EBE5BC,Kansas State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Kansas State performs at a similar level regardless of the pace of the game.
21,Saint Mary's,Saint Mary's,11.9664234055673,4.70299493163878,16.669418337206,-44.410157324343,13.9238465590321,12,71,64.9147124850467,249,250,25,8,#FFBE6B,#FFE1BB,#FFC479,#5782B9,#F3CCA3,Saint Mary's plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Saint Mary's performs at a similar level regardless of the pace of the game.
22,VCU,VCU,8.86191959597973,7.75492529565393,16.6168448916337,-51.1879084898403,12.7354136747001,30,31,68.42147602894,75,111,27,9,#FFCE92,#FFCD8F,#FFC47A,#3E6FB1,#F3CFA5,VCU plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,VCU performs at a similar level regardless of the pace of the game.
23,Iowa State,Iowa State,13.4855558091847,2.99407317942408,16.4796289886088,0.409180714211207,-29.8181094837487,7,102,69.6513424879333,33,19,23,12,#FFB559,#FFECD4,#FFC47B,#FFFDDE,#AEC5C1,Iowa State performs at a similar level against both good and bad teams.,Iowa State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
24,New Mexico,New Mexico,7.15959960602451,9.0055570713626,16.1651566773871,19.8830079779853,-17.3379776140674,48,20,65.6866245539323,208,123,28,7,#FFD8A7,#FFC57D,#FFC57D,#FEA49D,#C9D3BF,New Mexico plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,New Mexico performs at a similar level regardless of the pace of the game.
25,Minnesota,Minnesota,8.90159030736262,7.11786000088056,16.0194503082432,-36.8198377081348,34.4866306682789,29,40,64.8118457842067,255,3,22,12,#FFCE91,#FFD198,#FFC67F,#6C99C2,#FAA680,Minnesota plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Minnesota plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
26,Wichita State,Wichita State,7.37994577591165,8.52338729535788,15.9033330712695,58.1419746623217,19.0959624816855,45,23,65.7906390443259,204,90,28,11,#FFD6A4,#FFC884,#FFC680,#98053C,#F5C39A,Wichita State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Wichita State plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
27,Oklahoma State,Oklahoma State,5.64285937477272,10.0379297389382,15.6807891137109,-16.5450823776709,2.78442464914182,70,15,67.5137113497754,115,189,24,9,#FFE0B9,#FFBF6F,#FFC781,#AFD3D5,#EFE1B7,Oklahoma State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Oklahoma State performs at a similar level regardless of the pace of the game.
28,NC State,NC State,12.8052786754648,2.86644449288861,15.6717231683534,18.231554870596,7.57207885096627,8,107,68.4192376484933,76,92,24,11,#FFB961,#FFECD5,#FFC781,#FFACA3,#F1D8AE,NC State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,NC State performs at a similar level regardless of the pace of the game.
29,Iowa,Iowa,6.5317891654451,8.93006784714819,15.4618570125933,-5.68042508399526,-33.8254402624164,54,21,68.00535100672,95,26,25,13,#FFDBAE,#FFC67E,#FFC883,#E3F0DC,#A5C1C2,Iowa performs at a similar level against both good and bad teams.,Iowa plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
30,Colorado State,Colorado State,13.6770892044609,1.71467549398407,15.391764698445,-25.2470390229326,-0.807872539530652,6,125,65.0629209562865,238,145,25,7,#FFB456,#FFF4E6,#FFC884,#8BBBCE,#EDE6BC,Colorado State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Colorado State performs at a similar level regardless of the pace of the game.
31,Marquette,Marquette,9.52614744602879,5.81306342506663,15.3392108710954,-15.7111997620687,-6.61377702540349,23,52,64.4514150828907,266,191,27,8,#FFCB89,#FFDAAB,#FFC884,#B3D5D6,#E0DFBD,Marquette plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Marquette performs at a similar level regardless of the pace of the game.
32,Notre Dame,Notre Dame,10.903107060996,4.13196138869544,15.0350684496915,-6.96977328094567,0.896674430328129,17,84,62.1347025786667,327,52,25,10,#FFC379,#FFE4C3,#FFC986,#DDECDB,#EFE5BA,Notre Dame performs at a similar level against both good and bad teams.,Notre Dame performs at a similar level regardless of the pace of the game.
33,UNLV,UNLV,4.19426512329695,10.766297993987,14.960563117284,18.7063770464985,11.796861121368,97,11,69.5220878651333,36,234,23,11,#FFE8CB,#FFBA64,#FFCA87,#FFAAA1,#F2D0A7,UNLV plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UNLV performs at a similar level regardless of the pace of the game.
34,North Carolina,North Carolina,8.58323639541003,6.29307357992094,14.876309975331,-58.1253241440337,3.56284815228734,33,46,71.14543447,10,166,24,11,#FFD095,#FFD7A4,#FFCA88,#235CA8,#F0E0B5,North Carolina plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,North Carolina performs at a similar level regardless of the pace of the game.
35,Ole Miss,Ole Miss,7.70114503320898,6.95370759174212,14.6548526249511,42.2018017782868,-35.2206397460046,39,41,71.19429281,8,55,26,10,#FFD5A0,#FFD29B,#FFCB89,#D3425F,#A2BFC2,Ole Miss plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Ole Miss plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
36,Missouri,Missouri,9.72461540506167,4.84966143119316,14.5742768362548,-48.5809070231784,-3.90508632055578,21,69,68.1431087252001,89,28,23,11,#FFCA87,#FFE0B9,#FFCB8A,#4876B4,#E6E2BC,Missouri plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Missouri performs at a similar level regardless of the pace of the game.
37,Virginia,Virginia,4.47193515763171,9.68450937623219,14.1564445338639,12.162398674825,-11.5251546313086,89,17,61.4425315573333,337,13,23,12,#FFE6C8,#FFC174,#FFCD8D,#FFC7B7,#D6DABE,Virginia plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Virginia performs at a similar level regardless of the pace of the game.
38,Bucknell,Bucknell,6.40077005130442,7.7509689089107,14.1517389602151,53.3011952563721,1.94975292861409,56,32,63.6948887173,288,278,28,5,#FFDCB0,#FFCD8F,#FFCD8D,#AA1747,#EFE3B8,Bucknell plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Bucknell performs at a similar level regardless of the pace of the game.
39,Illinois,Illinois,6.46466611695988,7.3655393256662,13.8302054426261,64.3235847813829,8.64391935952107,55,36,66.112227814702,196,316,20,15,#FFDBAF,#FFD095,#FFCE90,#93003A,#F1D6AD,Illinois plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Illinois performs at a similar level regardless of the pace of the game.
40,La Salle,La Salle,9.34978429690747,4.26784817488195,13.6176324717894,-19.8022050699399,-12.9846432525189,25,82,66.3166599422905,184,96,25,9,#FFCC8C,#FFE3C1,#FFCE92,#9FCBD3,#D2D8BE,La Salle plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,La Salle performs at a similar level regardless of the pace of the game.
41,Davidson,Davidson,9.6455134742021,3.56604392275437,13.2115573969565,-20.6178037840218,19.3349226889343,22,92,65.5989374432445,213,47,25,8,#FFCA88,#FFE8CB,#FFD095,#9CC8D3,#F5C29A,Davidson plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Davidson plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
42,San Diego State,San Diego State,5.29080323508165,7.89532867684774,13.1861319119294,8.35713662437305,-2.56320289622239,75,29,66.3871730581055,177,83,20,12,#FFE2BD,#FFCC8D,#FFD095,#FFD9C4,#E9E4BC,San Diego State performs at a similar level against both good and bad teams.,San Diego State performs at a similar level regardless of the pace of the game.
43,UCLA,UCLA,7.5637801520056,5.54719245826226,13.1109726102679,2.29468858400457,10.9365572645825,43,54,69.4853028555867,39,175,24,11,#FFD5A2,#FFDBAF,#FFD096,#FFF4D8,#F2D2A9,UCLA performs at a similar level against both good and bad teams.,UCLA performs at a similar level regardless of the pace of the game.
44,Middle Tennessee,Middle Tennessee,4.88652825595121,8.14121217659753,13.0277404325487,-64.3857691824847,19.8341159880171,82,26,65.1980501435839,232,2,28,6,#FFE4C2,#FFCB8A,#FFD196,#0B4AA0,#F5C199,Middle Tennessee plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Middle Tennessee plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
45,Kentucky,Kentucky,7.76062054232506,5.24164359620312,13.0022641385282,-34.7679234765586,99.009900990099,38,63,67.7194755245773,106,12,21,12,#FFD49F,#FFDDB3,#FFD197,#719FC4,#FE926E,Kentucky plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Kentucky plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
46,Oregon,Oregon,3.57039304091151,9.09502162246802,12.6654146633795,7.41751348382907,-34.8863359812484,100,19,69.3112942060667,45,75,27,10,#FFEBD3,#FFC57C,#FFD299,#FFDDC7,#A3C0C2,Oregon performs at a similar level against both good and bad teams.,Oregon plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
47,Belmont,Belmont,8.98874521481164,3.26366075806579,12.2524059728774,-48.7810273251301,12.0118870078471,28,96,67.5399617517059,112,46,22,9,#FFCE90,#FFEAD0,#FFD39D,#4776B4,#F2D0A7,Belmont plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Belmont performs at a similar level regardless of the pace of the game.
48,Colorado,Colorado,2.03295711774745,10.1677533225167,12.2007104402642,10.68908444858,35.6517815775831,122,13,66.3498299053572,180,37,22,10,#FFF3E6,#FFBE6D,#FFD39D,#FFCEBC,#FAA37E,Colorado performs at a similar level against both good and bad teams.,Colorado plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
49,BYU,BYU,6.35129529812892,5.83735760451613,12.188652902645,2.54944792985766,-19.7287118380776,57,51,71.7923557106667,5,129,23,12,#FFDCB0,#FFDAAB,#FFD39D,#FFF3D7,#C4D1BF,BYU performs at a similar level against both good and bad teams.,BYU plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
50,Weber State,Weber State,7.60935424382374,4.48566116973155,12.0950154135553,47.2701380479508,-12.5297045902793,41,76,66.1156755334945,195,84,28,7,#FFD5A1,#FFE2BE,#FFD49E,#C02E54,#D3D9BE,Weber State plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Weber State performs at a similar level regardless of the pace of the game.
51,Connecticut,Connecticut,6.90232938368408,5.07771523434787,11.980044618032,25.8299641736091,-14.5703124931291,50,67,65.3271221627015,222,179,20,10,#FFD9AA,#FFDEB6,#FFD49F,#F48A8C,#CFD6BE,Connecticut plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Connecticut performs at a similar level regardless of the pace of the game.
52,Oklahoma,Oklahoma,7.40028723181647,4.48611125615512,11.8863984879716,1.92727007259976,36.4835295770258,44,75,66.9218420010616,141,22,20,12,#FFD6A4,#FFE2BE,#FFD5A0,#FFF6D9,#FBA27C,Oklahoma performs at a similar level against both good and bad teams.,Oklahoma plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
53,Denver,Denver,7.20348832595705,4.67694510551961,11.8804334314767,-41.7175209277556,-6.146178382913,47,72,59.818538668,346,15,22,10,#FFD7A6,#FFE1BB,#FFD5A0,#5E8ABC,#E1E0BD,Denver plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Denver performs at a similar level regardless of the pace of the game.
54,Cincinnati,Cincinnati,1.35420051010209,10.1611206303648,11.5153211404669,-28.2747632831985,70.1004283673335,139,14,66.2162239385474,188,238,21,13,#FFF7EE,#FFBE6D,#FFD6A3,#83B2CB,#FE926E,Cincinnati plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Cincinnati plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
55,Villanova,Villanova,3.01636921379617,8.47778693805588,11.4941561518521,5.15258005754897,-22.3442962543925,108,25,67.9949956244773,96,261,19,14,#FFEED9,#FFC985,#FFD6A3,#FFE7CE,#BECEC0,Villanova performs at a similar level against both good and bad teams.,Villanova plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
56,Temple,Temple,7.9708428192132,3.23382574665164,11.2046685658648,74.8828298215783,-13.6907383695193,36,97,67.1954402170513,123,340,23,11,#FFD39D,#FFEAD0,#FFD7A5,#93003A,#D1D7BE,Temple plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Temple performs at a similar level regardless of the pace of the game.
57,Illinois State,Illinois State,7.23209729620855,3.88292078359577,11.1150180798043,2.56580866446757,-41.8826316288514,46,86,70.1637731553333,26,43,19,14,#FFD7A6,#FFE6C7,#FFD7A6,#FFF3D7,#94B8C3,Illinois State performs at a similar level against both good and bad teams.,Illinois State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
58,Stanford,Stanford,5.67623878242205,5.25889647391086,10.9351352563329,0.981985863534263,-11.3712397838002,69,62,68.3594017413267,81,277,19,15,#FFE0B9,#FFDDB3,#FFD8A7,#FFFADC,#D6DABE,Stanford performs at a similar level against both good and bad teams.,Stanford performs at a similar level regardless of the pace of the game.
59,Butler,Butler,4.92982597786713,5.90555150243665,10.8353774803038,29.9411870587547,-31.6324285676731,80,49,64.976519315902,247,147,24,11,#FFE4C2,#FFD9AA,#FFD8A8,#ED7780,#AAC3C1,Butler plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Butler plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
60,Alabama,Alabama,1.23955307321411,9.47106795728373,10.7106210304978,5.09373669187402,-2.38457677426171,140,18,62.3860424866667,321,214,20,15,#FFF8EF,#FFC277,#FFD9A9,#FFE7CF,#E9E4BC,Alabama performs at a similar level against both good and bad teams.,Alabama performs at a similar level regardless of the pace of the game.
61,Maryland,Maryland,3.2050160912881,7.49023132908678,10.6952474203749,10.1523300925174,20.3803923922869,106,35,67.3014942334787,121,114,25,13,#FFEDD7,#FFCF93,#FFD9A9,#FFD0BE,#F5C098,Maryland performs at a similar level against both good and bad teams.,Maryland plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
62,Providence,Providence,5.94821183264259,4.73971822539186,10.6879300580344,13.6262089746434,-69.2041233829512,66,70,66.4296891955302,170,142,21,13,#FFDEB5,#FFE0BB,#FFD9A9,#FFC1B2,#70A6C7,Providence plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Providence plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
63,California,California,4.33746723846882,6.14937795601013,10.4868451944789,25.4678536551822,10.5424210036145,94,47,66.3693679782638,178,270,21,12,#FFE7C9,#FFD8A6,#FFD9AB,#F58B8D,#F2D3A9,California plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,California performs at a similar level regardless of the pace of the game.
64,Florida Gulf Coast,Florida Gulf Coast,4.90274609293146,5.31103596770326,10.2137820606347,93.7669494374596,-16.8306056323916,81,60,69.3669637165333,43,44,24,11,#FFE4C2,#FFDDB2,#FFDAAD,#93003A,#CAD4BF,Florida Gulf Coast plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Florida Gulf Coast performs at a similar level regardless of the pace of the game.
65,Tennessee,Tennessee,6.103220178004,3.98972016969699,10.092940347701,45.4959603692612,-12.9229898389929,63,85,64.0708741422493,276,176,19,14,#FFDDB4,#FFE5C5,#FFDBAE,#C73558,#D3D8BE,Tennessee plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Tennessee performs at a similar level regardless of the pace of the game.
66,Northern Iowa,Northern Iowa,4.79987167358112,5.26593993774909,10.0658116113302,13.816280590173,11.9549751672001,83,61,63.3811040367333,299,99,20,15,#FFE4C4,#FFDDB3,#FFDBAE,#FFC0B2,#F2D0A7,Northern Iowa plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northern Iowa performs at a similar level regardless of the pace of the game.
67,Stony Brook,Stony Brook,3.23719434215755,6.81024346189062,10.0474378040482,2.24578375649825,14.8616327779902,105,42,64.7073853750333,258,229,25,7,#FFEDD7,#FFD39D,#FFDBAE,#FFF4D8,#F3CBA2,Stony Brook performs at a similar level against both good and bad teams.,Stony Brook performs at a similar level regardless of the pace of the game.
68,Southern Mississippi,Southern Mississippi,6.77108071200619,2.98010191618014,9.75118262818633,-60.4328114619901,7.13566028623821,52,104,65.3890738474293,219,115,25,10,#FFDAAB,#FFECD4,#FFDCB1,#1A55A5,#F1D9AF,Southern Mississippi plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Southern Mississippi performs at a similar level regardless of the pace of the game.
69,Valparaiso,Valparaiso,7.59181532577932,2.00665479591842,9.59847012169774,-26.1829321138093,-14.8712463490533,42,121,65.6290908538059,211,235,25,8,#FFD5A1,#FFF2E2,#FFDDB2,#89B9CD,#CED6BE,Valparaiso plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Valparaiso performs at a similar level regardless of the pace of the game.
70,Saint Joseph's,Saint Joseph's,6.74938596624587,2.84016539469467,9.58955136094054,-32.2134576200296,20.7345850545301,53,108,63.4751309521,296,42,18,14,#FFDAAC,#FFEDD6,#FFDDB2,#78A7C7,#F5BF98,Saint Joseph's plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Saint Joseph's plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
71,Dayton,Dayton,8.33276825373801,1.08652610793177,9.41929436166978,-42.4389027594646,-2.01977014801087,35,136,66.6791223677667,154,74,17,14,#FFD198,#FFF8EF,#FFDDB3,#5C88BB,#EAE4BC,Dayton plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Dayton performs at a similar level regardless of the pace of the game.
72,Arkansas,Arkansas,4.71588650203323,4.3730159708922,9.08890247292543,-8.24113492386365,17.8503429656532,85,80,70.9350883353333,16,1,19,13,#FFE5C5,#FFE3C0,#FFDEB6,#D7E9DA,#F4C59D,Arkansas performs at a similar level against both good and bad teams.,Arkansas plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
73,Purdue,Purdue,4.6103318814299,4.45027313700433,9.06060501843424,-47.5818640670714,-43.5114113625447,87,77,66.9257668962946,140,69,16,18,#FFE5C6,#FFE2BF,#FFDFB6,#4C79B5,#90B6C4,Purdue plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Purdue plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
